time: 0 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,333.9072799478728,1204.9802511298576,1055.1287302938447,1064.2772828242737,1064.652734964781,1042.6767465022874,1351.1929248506078,-255.1769378019897,-2089.995645834283,3890.7720608693994,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,333.9072799478728,1204.9802511298576,1055.1287302938447,1064.2772828242737,1064.652734964781,1042.6767465022874,1348.1030587629393,-101.37914710606155,-2713.6000809166953,4936.279607024005,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,333.9072799478728,1204.9802511298576,1055.1287302938447,1064.2772828242737,1064.652734964781,1042.6767465022874,1349.5291508034015,-172.76635743711475,-2421.79871333517,4439.23636793766,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,333.9072799478728,1204.9802511298576,1055.1287302938447,1064.2772828242737,1064.652734964781,1042.6767465022874,1351.3117658539795,-260.9486590934839,-2067.1979574858956,3853.9409110914285,

time: 25 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,350.73158857468843,1759.9618006659662,1409.1128759576395,1442.2002100585025,1445.3091991325186,1358.70759497735,2135.5383644240696,-27.176690320675625,-6866.170050549592,9036.200895215843,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,350.73158857468843,1759.9618006659662,1409.1128759576395,1442.2002100585025,1445.3091991325186,1358.823797550114,2128.733699549873,151.83275376356335,-7357.523094457892,9656.108629528364,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,350.73158857468843,1759.9618006659662,1409.1128759576395,1442.2002100585025,1445.3091991325186,1359.327342032093,2098.7927569087806,955.1397978993836,-9614.57801172391,12629.453296319549,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,350.73158857468843,1759.9618006659662,1409.1128759576395,1442.2002100585025,1445.3091991325186,1359.094936886564,2112.678587189875,580.2394640648939,-8551.956537789021,11204.854653421839,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,350.73158857468843,1759.9618006659662,1409.1128759576395,1442.2002100585025,1445.3091991325186,1358.8044304546534,2129.8605645673774,122.42400820269334,-7277.014166941869,9554.089957715682,

time: 30 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,377.9501165268124,2609.376414756527,1860.1332634982848,1956.437272711503,1971.735726969619,1702.249331201299,3340.7365629983933,3673.8026271732924,-21949.958112268476,23522.596114500415,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,377.9501165268124,2609.376414756527,1860.1332634982848,1956.437272711503,1971.7165985597442,1703.548959027484,3300.6296270171047,4435.7304226403185,-23604.04014186678,25286.486410025773,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,377.9501165268124,2609.376414756527,1860.1332634982848,1956.437272711503,1971.63370878362,1709.2583806006921,3121.436801158057,7912.988946336785,-31333.68244969061,33911.89655471975,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,377.9501165268124,2609.376414756527,1860.1332634982848,1956.437272711503,1971.6719656033697,1706.6120259963263,3204.9375726907556,6281.741709588525,-27674.381185535083,29752.093426847536,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,377.9501165268124,2609.376414756527,1860.1332634982848,1956.437272711503,1971.7197866280565,1703.333681780371,3307.2256699790723,4311.549389371179,-23334.817629319507,24997.633223371922,

time: 35 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,421.04892220834716,3924.8690878322423,2412.083555153628,2658.518106915598,2716.1993082648733,2003.8319728745507,4679.9742974199635,22246.141073893355,-68517.82251389924,63697.20989829842,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,421.04892220834716,3924.8690878322423,2412.083555153628,2658.521293479761,2715.953992194626,2012.5030935102204,4490.875533563426,25177.587655293188,-73946.26811157443,68829.13191548944,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,421.04892220834716,3924.8690878322423,2412.083555153628,2658.5351019244663,2714.877439663182,2051.127600744352,3633.0444599926013,38776.23087227916,-99722.69959109905,94353.40458382787,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,421.04892220834716,3924.8690878322423,2412.083555153628,2658.5287287961405,2715.3762242612374,2033.1488675208561,4034.6387469569195,32365.52177363544,-87458.87469172725,81975.48981827019,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,421.04892220834716,3924.8690878322423,2412.083555153628,2658.5207623857336,2715.9946309878064,2011.076214987801,4521.745449706303,24703.827365911366,-73069.04583598554,67993.42759685934,

time: 40 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,488.72333501824835,5987.277044095215,3041.93553111325,3620.6296705876453,3802.483518462939,2186.935800308285,3842.514123716498,97053.84901252264,-213220.68042804583,177926.94207110695,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,488.72333501824835,5987.277044095215,3041.934992576176,3620.675762804792,3800.6533261999407,2232.0113402977718,3057.4262985400082,107671.50470180433,-230813.87747617692,193146.92577551203,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,488.72333501824835,5987.277044095215,3041.932658915521,3620.877893660435,3792.517952350722,2435.615687296271,-558.2108643827538,157710.01488626612,-315617.29301858664,270001.3910763072,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,488.72333501824835,5987.277044095215,3041.9337359896695,3620.7842706215074,3796.301761575374,2340.4439750902275,1142.1052763383784,134011.31040569008,-275087.1336836431,232554.1762537191,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,488.72333501824835,5987.277044095215,3041.9350823323553,3620.6681277400294,3800.9545547550047,2224.646169596528,3184.5812911461735,105970.74633394518,-227992.69392407447,190683.79405674222,

time: 45 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,594.9249595240623,9261.182781709653,3665.7341396582256,4943.648365663173,5437.636584476391,2486.565233248023,-9642.428040018844,370891.95732246264,-665299.4065484349,510026.68093857035,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,594.9249595240623,9261.182874349024,3665.725467340856,4944.028897418313,5427.208813460357,2688.694921494255,-12652.059175024859,407899.3228105296,-721950.4389292323,555883.2051266463,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,594.9249595240623,9261.183275786307,3665.687451526405,4945.718049307126,5380.249862685776,3614.5854617815703,-26720.815474780462,584996.8530698869,-998943.6725517358,790666.6418330633,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,594.9249595240623,9261.18309050756,3665.7050560853118,4944.932868261535,5402.175067208716,3179.992556433009,-20075.783418518895,500754.0690093381,-866010.8095161059,675794.3055970425,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,594.9249595240623,9261.182858909127,3665.726903581209,4943.966273232357,5428.913274067047,2655.9159582745374,-12168.684462623081,402026.5247460783,-712940.5708160512,548512.2343905871,

time: 50 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,762.3090950255464,14523.074142535701,4072.342591599455,6769.24042953182,7910.730598061526,4968.788940769222,-76084.74392759464,1323029.9043894396,-2083479.2058520822,1494190.6809541932,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,762.3090968148263,14523.075786059777,4072.2640579644767,6771.602535786103,7860.307067026518,5792.184013269257,-87028.47083616526,1448766.5290055566,-2265263.6239539203,1634123.1517631062,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,762.3091045683727,14523.082989603645,4071.9157359940305,6782.217913379393,7630.231695034816,9617.166320383822,-138943.7070399302,2059489.9920434523,-3166352.625273513,2359884.7678939607,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,762.3091009898129,14523.0796541864,4072.077583028047,6777.265761413403,7738.067771172191,7814.4561758005275,-114319.19768597207,1767770.2945920455,-2732241.7156056133,2003476.0749432517,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,762.309096516613,14523.075513975282,4072.276976876678,6771.216490142997,7868.488496743544,5659.723692429966,-85286.34625892594,1429007.4229744235,-2236604.4542602026,1611794.96457743,

time: 55 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1028.0909132857382,23083.007258506448,3797.01603568397,9308.112061513639,11339.242504323753,19560.94401311136,-339434.10902025417,4533448.501397055,-6545685.949905862,4457349.914012357,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1028.0909467977538,23083.023458779342,3796.4879544004293,9320.39406613339,11120.712361877095,22701.50876473618,-377811.23663912306,4953241.816978565,-7127849.013777423,4888713.741076599,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1028.0910934362237,23083.095292418053,3794.117621300559,9376.285279223855,10110.271212995807,37496.488208810915,-562523.8572466569,7022017.414479691,-10052211.713848067,7153629.794871528,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1028.0910255640702,23083.06192382902,3795.2227304912753,9350.117719147676,10585.676743462542,30495.639456019326,-474553.66751513374,6029934.612467266,-8638260.673303844,6037608.786988168,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1028.0909412416925,23083.020795834596,3796.574207904382,9318.40150994412,11155.893132220386,22200.571487225054,-371758.9790283568,4887944.890830195,-7036915.988248159,4820423.10397677,

time: 60 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1454.0698288725825,37170.03811505242,1882.0493129478082,12944.24127376138,14256.232615506846,86020.73286882316,-1292823.9174863896,15149228.53160042,-20616043.2219817,13493222.306378253,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1454.0701748979352,37170.15547423872,1879.106484962151,13000.84354696531,13379.367880798576,97454.03427538098,-1424016.392604437,16533667.626083707,-22478192.577771943,14833648.265909798,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1454.0717042776546,37170.68203083557,1865.736160422145,13261.711152028181,9270.361608782567,152073.32425719794,-2064542.014837136,23453730.29463815,-31954843.595209807,21955619.096086934,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1454.0709943412255,37170.436633153295,1871.9910137268762,13139.136169366522,11210.959139549499,126126.45876154411,-1758290.3411635875,20122677.75605859,-27357036.90591895,18435283.83827032,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,1454.0701178527663,37170.13632750145,1879.5835372931758,12991.732184244795,13519.363899966569,95646.74538494127,-1403529.725073635,16320617.664009277,-22190163.454874583,14623211.457265629,

time: 65 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,2143.9046609069287,60605.794090280615,-3580.8092450044296,18670.955602711707,7659.444813158263,350234.94697139645,-4583439.767671237,49803100.71992203,-65051742.95043086,41322568.01853941,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,2143.9072697602896,60606.492382630575,-3595.2101343241748,18910.166169928823,4332.525524321568,390478.3601471938,-5023815.498068995,54328920.42118489,-71003603.25797857,45513868.77577645,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,2143.91892038346,60609.66321857674,-3661.449574853635,20026.888678510368,-11468.381652952407,585422.8190502998,-7204380.2613022225,77268199.00997667,-101684195.61183806,68042663.69213212,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,2143.913496168439,60608.180621196785,-3630.3555549741677,19500.28169368337,-3977.924903836969,492459.3101440944,-6157844.446849426,66186106.01321413,-86749665.56780425,56873750.34760484,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,2143.9068422706905,60606.37935858935,-3592.894197000017,18871.977370133824,4859.02659365875,384177.35233141994,-4955756.21213064,53640192.02180393,-70092443.32466497,44861678.891864516,

time: 70 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,3273.064821923247,99988.37984793908,-16357.522182828896,29855.113870495443,-47381.85184740373,1321531.545176153,-15624523.152150597,161944560.69656688,-205539871.5710872,127687561.57978056,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,3273.0808891801807,99991.99965496357,-16421.62151924615,30803.1438614254,-59490.897194442296,1459719.269408107,-17083317.70742138,176645773.18146208,-224553466.2692052,140856173.5135169,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,3273.153409926642,100008.638182096,-16720.16587614512,35286.71996088488,-117782.54924289881,2138447.1870548315,-24407860.56745606,252188404.7352983,-323817241.8027254,212452580.50413263,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,3273.119544604758,100000.83276711479,-16579.542432224986,33164.84426119135,-90046.86925671482,1813570.0711557027,-20879661.482794613,215565960.43497404,-275343964.0094642,176856743.9617704,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,3273.078273430133,99991.4186435066,-16411.399656451602,30653.115263846063,-57592.35728796149,1438299.2694312024,-16860299.429065946,174434549.4988379,-221674078.82955888,138826153.1744659,

time: 75 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,5141.069594468856,166791.01518363162,-44003.91742945053,58977.99776468741,-299103.3097058883,4724062.231952019,-52014001.13412676,522665832.36879104,-650060110.294634,397248215.39904267,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,5141.155403707317,166807.96314416232,-44269.55139392521,62556.625905983004,-341820.4404234841,5189941.509797155,-56799839.96734172,570196910.9622653,-710777019.4280849,438774127.702142,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,5141.546966138005,166886.8349781788,-45522.51868128888,79704.3893625532,-550254.0064144869,7509875.266739191,-81162102.90572289,817769397.9854351,-1031785877.4307235,667121568.579845,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,5141.36355783898,166849.71215209184,-44930.304850038134,71560.1963824202,-450717.6174201504,6395376.247373272,-69385323.81285621,697343161.8040373,-874542124.4455211,553280323.6901462,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,5141.141530603087,166805.26674690345,-44227.566487212636,61995.516863544166,-335188.540057012,5118486.959108187,-56076466.20110641,563134330.0443264,-701686036.7632058,432435354.0568876,

time: 80 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,8263.252821802598,281137.9861037951,-102433.89995441645,152172.86281930894,-1276479.4682009,16278011.816953676,-170538905.58657712,1678131325.9287565,-2057371616.7086341,1242179001.5298316,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,8263.665073842087,281211.39962941664,-103475.72244344505,165185.28023995776,-1423638.6621298771,17827273.338071775,-186127809.87957463,1831273907.2918923,-2251203257.241796,1373487842.193757,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,8265.567454779939,281557.3664925121,-108453.29747389,228365.35451180165,-2151464.145139724,25648382.161139566,-266571303.3210586,2639722037.0017533,-3288953655.9955473,2103757618.133203,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,8264.673617784703,281393.9874612229,-106092.57256698741,198252.36459033744,-1802648.0206156115,21877761.863948915,-227551082.31666183,2245181772.0578556,-2779080747.3180194,1738706943.0644896,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,8263.598915227358,281199.82779084693,-103312.59698549201,163164.85750616493,-1401027.7994193335,17592280.25461727,-183799456.8897455,1808806332.152111,-2222524648.04682,1353649938.4905124,

time: 85 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,13533.687041420439,478786.4656093091,-228029.81693196113,475325.54348362645,-4796177.45866666,54705566.053258955,-553507176.566182,5368425597.94891,-6514610532.382058,3898893910.702644,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,13535.513042268947,479085.72625190497,-231943.57713625077,521287.04026368324,-5294032.570691903,59804837.242752984,-604015547.1304351,5860563661.472072,-7133239768.470164,4314956128.5208845,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,13544.036578742374,480514.0836964592,-250886.5092032972,747429.710148496,-7789871.567412023,85900009.55221896,-868199998.7833654,8493463280.94027,-10487142999.890594,6655206572.403761,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,13540.019233190978,479837.3085851484,-241871.63428714956,639267.7498477559,-6589508.396228051,73275743.7257613,-739625738.297667,7204452950.735054,-8834400605.798714,5482264557.401812,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,13535.222305779262,479039.0152190639,-231336.81664770626,514223.87375821074,-5218368.686558786,59040342.457608335,-596564999.2884662,5789314532.851802,-7042842158.766783,4252774307.111893,

time: 90 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,22519.81633748899,824666.7539847494,-512937.8917430699,1608137.128549723,-16946276.92777092,180715821.37200207,-1784091620.2315626,17129788228.7384,-20635710005.07132,12271542414.829292,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,22527.40437082141,825829.2510470379,-527148.6959578926,1766845.6347770272,-18607351.353945497,197370069.6733663,-1947089851.956051,18708221702.73479,-22609675195.719696,13591852139.7828,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,22563.242327075342,831449.7947285792,-596836.197310616,2558220.917093228,-27047923.01035686,283758519.2274972,-2811177655.953467,27265510547.086723,-33446711926.722336,21103018454.9788,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,22546.297608331733,828777.8197381771,-563559.0671433009,2178403.053848802,-22974442.864759885,241824527.85053152,-2389272382.897994,23063004249.724148,-28090871829.837353,17328609496.844513,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,22526.206291372524,825649.6619932465,-524968.4538518582,1742719.56053075,-18357784.49182888,194903555.15668577,-1923356776.7442503,18482850916.55717,-22324959015.265736,13396747520.141876,

time: 95 seconds
,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,316.5,316.5,316.5,316.5,316.5,316.5,316.5,38012.941400228716,1441174.4880846916,-1214399.3278261255,5528741.774702387,-57797682.25700787,589889734.4157318,-5723021927.452151,54558835984.33826,-65382522836.743004,38701972657.318504,
1,316.5,316.5,316.5,316.5,316.5,316.5,316.5,38042.90989781998,1445519.1683536877,-1264622.4476163085,6067157.193782956,-63281044.388446316,643964847.8326463,-6247468475.553883,59613771201.906654,-71679891776.6523,42896332894.09551,
2,316.5,316.5,316.5,316.5,316.5,316.5,316.5,38186.15471544595,1466800.9735617202,-1514180.0371870843,8788072.252187569,-91522811.44570054,928267468.8878149,-9065065431.23826,87383355892.31822,-106689438199.88446,67031180573.65947,
3,316.5,316.5,316.5,316.5,316.5,316.5,316.5,38118.21050748363,1456649.9964280745,-1394607.5757726277,7477716.428821741,-77846976.35758632,789808443.9587363,-7684959459.942092,73704092241.36989,-89337592476.55344,54872124383.19707,
4,316.5,316.5,316.5,316.5,316.5,316.5,316.5,38038.2201044449,1444855.2278948105,-1257001.4479873658,5986240.537208042,-62467077.42883758,636058111.6467326,-6172139250.649763,58902395126.27922,-70783863875.04218,42283811688.54051,

